# Resultfile Programm VECTO_CSE 2.0.1-beta0 Comp 23/06/2014
# Datafile: ,d:\Work\vecto-cse.git\CSE\bin\Debug\DemoData\DataDemo_CAL.csdat
#
Time [s],Lat [mm.mm],Long [mm.mm],Heading [¡],v_veh_GPS [km/h],v_veh_CAN [km/h],vair_ar [m/s],beta_ar [¡],n_eng [rpm],tq_l [Nm],tq_r [Nm],t_amb_veh [¡C],t_tire [¡C],Satelites [#],Zone (UTM) [-],Lat (UTM) [m],Long (UTM) [m],Sec_ID [-],Dir_ID [-],Lat (root) [m],Long (root) [m],dist (root) [m],slope_deg [°],altitude [m],v_veh [km/h],dist [m],vair_ic [m/s],vair_uf [m/s],vair [m/s],beta_ic [°],beta_uf [°],beta [°],vwind_ha [m/s],vwind [m/s],vwind 1s [m/s]
42132,2874.1540729703,457.241462871287,225,84.8915841584158,87.4383316831683,23.8099526952475,-3.84574257425742,1838.0198019802,1886.1099009901,1876.33465346535,20,40,11,32,5306391.89382573,396917.163986468,0,0,0,0,0,0,0,84.8915841584157,13258.990468867,47.619905390495,25.53765762762,25.1210355983081,-3.84574257425742,-3.83110236532757,-3.08102908470783,3.76883966798272,2.99006297540076,3.09438947318231
42133,2874.14629712871,457.226481782178,225,84.951495049505,87.5000399009901,25.3913465346535,-3.36742574257426,1846.06435643564,1931.03762376238,1794.45247524752,20,40,11,32,5306377.82369026,396898.246737176,0,0,0,0,0,0,0,84.9514950495048,13282.5819373488,50.7826930693069,27.2338010413462,26.4714828478716,-3.36742574257426,-3.3527855336444,-2.72950430573545,4.14723335906142,3.29026703434,3.2320742343488
42134,2874.13845940594,457.211559108911,225,84.992297029703,87.5420659405941,26.2662277227723,-4.33019801980198,1843.34158415842,1823.57425742574,1776.07920792079,20,40,11,32,5306363.63769004,396879.400107664,0,0,0,0,0,0,0,84.9922970297028,13306.1870375688,52.5324554455445,28.172165620772,27.2161649082175,-4.33019801980198,-4.31555781087213,-3.53105885528965,5.06136036151442,4.01550279538043,3.97256224969811
42135,2874.13058930693,457.196668613861,225,85.0244455445545,87.5751789108911,25.278801980198,-4.78712871287129,1842.73267326733,1783.8900990099,1791.95544554455,20,40,11,32,5306349.39106189,396860.592393529,0,0,0,0,0,0,0,85.0244455445543,13329.7981911442,50.557603960396,27.1130899951579,26.3761182870207,-4.78712871287129,-4.77248850394144,-3.88053503856082,4.19126484260162,3.32520004298029,3.37815188781265
42136,2874.12269693069,457.181791485148,225,85.055900990099,87.607578019802,24.1409405940594,-3.69623762376238,1845.36633663366,1775.13168316832,1754.36732673267,20,40,11,32,5306335.10293123,396841.800497361,0,0,0,0,0,0,0,85.0559009900989,13353.4206257976,48.2818811881188,25.8926627696684,25.41272476657,-3.69623762376238,-3.68159741483252,-2.96407497442448,3.30663628630263,2.62336729704456,2.60733497548679
42137,2874.11475475248,457.166962574257,225,85.0797227722772,87.6321144554456,23.6320396039604,-2.39623762376238,1841.79207920792,1725.10396039604,1673.0801980198,20,40,11,32,5306320.72153627,396823.066917383,0.693069306930693,0.693069306930693,1838822.65965005,137510.562767173,1.38996515670906,0,0,85.0797227722771,13377.0511163642,47.2640792079208,25.3468347532146,24.9813952774494,-2.39623762376238,-2.38159741483252,-1.91130227529519,2.64692449719948,2.09997549245539,2.10091908553094
42138,2874.10678108911,457.152173960396,225,85.056891089109,87.6085978217823,22.6187425742574,-3.45653465346535,1844.72772277228,1670.59801980198,1698.24257425743,20,40,11,32,5306306.28098203,396804.382394039,2,2,5306306.82938374,396803.935593803,19.824725987845,0,0,85.0568910891088,13400.6796962872,45.2374851485149,24.2600105603718,24.117212865802,-3.45653465346535,-3.44189444453549,-2.74628422259471,2.68123330824714,2.12719487950312,2.22392880737172
42139,2874.09881851485,457.137381386139,225,85.0338415841585,87.5848568316832,25.1121782178218,-4.08386138613861,1844.4900990099,1667.64356435643,1753.29504950495,20,40,11,32,5306291.86111635,396785.693211549,2,2,5306291.9245986,396785.641490552,43.4219045019346,0,0,85.0338415841583,13424.3012791805,50.2243564356436,26.9343756293356,26.2367412205632,-4.08386138613861,-4.06922117720876,-3.30485423327012,3.94045690519643,3.12621797060859,2.84794855072539
42140,2874.09086623762,457.122578118812,225,85.0364653465346,87.5875593069307,22.3224526952475,-2.27009900990099,1842.85148514851,1637.41584158416,1717.94059405941,20,40,11,32,5306277.46062211,396766.990957684,2,2,5306277.02114107,396767.349016803,67.0169811548077,0,0,85.0364653465346,13447.9234366612,44.6449053904951,23.9422212062504,23.8657879463492,-2.27009900990099,-2.25545880097114,-1.79041322814448,2.32583679716842,1.84523596297221,2.17150616267825
42141,2874.08291910891,457.107768514852,225,85.0349405940594,87.5859888118812,20.477701870198,-3.04346534653465,1839.15346534653,1606.82871287129,1698.20594059406,20,40,11,32,5306263.06986551,396748.280888201,2,2,5306262.11774129,396749.056613946,90.6119663669428,0,0,85.0349405940593,13471.5463474423,40.955403740396,21.9636110182601,22.2938718032659,-3.04346534653465,-3.0288251376048,-2.32999220345072,3.5277314136899,2.79877628566732,2.54504372675042
42142,2874.07499356436,457.092941584159,225,84.9957920792079,87.5456658415842,22.0302079207921,-1.69831683168317,1844.5099009901,1645.7297029703,1744.48316831683,20,40,11,32,5306248.71953611,396729.549858833,2,2,5306247.22020669,396730.771409986,114.197665871592,0,0,84.9957920792078,13495.1610683719,44.0604158415842,23.628770478774,23.6139880043775,-1.69831683168317,-1.68367662275331,-1.33326336663605,2.00537355758907,1.59099185813979,1.75453246878646
42143,2874.06709871287,457.078076138614,225,85.0249603960396,87.5757092079208,22.943900990099,-3.42524752475248,1843.93069306931,1639.37722772277,1749.0900990099,20,40,11,32,5306234.42697942,396710.77177999,2,2,5306232.32268177,396712.486217912,137.783350045701,0,0,85.0249603960395,13518.7755873213,45.887801980198,24.6087632187574,24.3911804670929,-3.42524752475248,-3.41060731582262,-2.70979060306918,2.81084661583114,2.23002545502971,2.07912744736886
42144,2874.05923613862,457.063166336633,225,85.0208613861386,87.5714872277228,22.6803267326733,-1.88643564356436,1843.36633663366,1600.11683168317,1695.23267326733,20,40,11,32,5306220.19526055,396691.93942812,2,2,5306217.42285213,396694.19819704,161.372683027294,0,0,85.0208613861385,13542.3956480198,45.3606534653465,24.3260634069708,24.1685034785541,-1.88643564356436,-1.8717954346345,-1.49938882394204,2.50548139171012,1.98775957718515,2.05071124608834
42145,2874.05141742574,457.048207524752,225,85.0163168316832,87.5668063366337,22.5171683168317,-1.7,1841.23267326733,1628.35742574257,1723.99801980198,20,40,11,32,5306206.0459417,396673.047391268,2,2,5306202.52667012,396675.914653252,184.956241112521,0,0,85.016316831683,13566.0093530528,45.0343366336634,24.1510658411983,24.0285178102605,-1.7,-1.68535979107015,-1.3642712026207,2.49320865119221,1.97802282257045,2.05401256933018
42146,2874.04362534653,457.033218514852,225,85.0134851485149,87.5638897029703,23.5195148514851,-3.55851485148515,1844.33663366337,1649.87128712871,1729.08514851485,20,40,11,32,5306191.94669208,396654.118530371,2,2,5306187.63243164,396657.633494948,208.536722211148,0,0,85.0134851485147,13589.6239100661,47.0390297029703,25.2261449458838,24.8793225006156,-3.55851485148515,-3.5438746425553,-2.83441119912279,2.88917255285897,2.29216645994167,2.22741365681177
42147,2874.03584623762,457.018208910891,225,84.995801980198,87.5456760396039,24.5505049504951,-3.55495049504951,1843.10891089109,1641.36336633663,1679.72871287129,20,40,11,32,5306177.87198848,396635.164355015,2,2,5306172.73558998,396639.349141503,232.121324654793,0,0,84.9958019801979,13613.2377626238,49.1010099009901,26.331946057838,25.7579623806585,-3.55495049504951,-3.54031028611965,-2.86662771167004,3.39362096388028,2.69237783789129,2.66007987595173
42148,2874.02807326733,457.003206039604,225,84.972702970297,87.5218840594059,23.913298129802,-3.70138613861386,1839.49504950495,1681.00693069307,1703.04653465346,20,40,11,32,5306163.80856667,396616.218677007,1.30693069306931,2,5306157.84745657,396621.075053466,81.5858353832203,0,0,84.9727029702969,13636.843905363,47.8265962596039,25.6485020446085,25.2137028480952,-3.70138613861386,-3.68674592968401,-2.97188117392825,3.31711022031354,2.63167694273176,2.651034628109
42149,2874.0202840594,456.988220693069,225,84.9932772277228,87.5430755445545,21.062097359703,-2.72554455445545,1841.37128712871,1711.24851485149,1691.37623762376,20,40,11,32,5306149.71473714,396597.294196512,1,2,5306142.95824342,396602.798399727,28.0552841195711,0,0,84.9932772277226,13660.4509934819,42.1241947194059,22.5904115886401,22.7898645580669,-2.72554455445545,-2.71090434552559,-2.12763033847115,2.80654253570653,2.22661075136559,2.18220236940704
42150,2874.01247079208,456.973254554455,225,85.0138811881188,87.5642976237624,22.2071584158416,-1.74693069306931,1840.83663366337,1669.01881188119,1670.95148514852,20,40,11,32,5306135.5759735,396578.392750325,1,2,5306128.06249187,396584.513636609,51.6395156436127,0,0,85.0138811881187,13684.063044252,44.4143168316832,23.8185609087447,23.7662268947609,-1.74693069306931,-1.73229048413945,-1.35901261068036,2.40936869317408,1.91150719006456,1.86448947774717
42151,2874.00464485148,456.958301683168,225,85.0177128712871,87.5682442574257,20.4307920791089,-3.1690099009901,1841.84653465347,1686.91782178218,1643.99207920792,20,40,11,32,5306121.41349921,396559.507316553,1,2,5306113.16512264,396566.226887776,75.2263084015051,0,0,85.017712871287,13707.6768358361,40.8615841582178,21.9132973448333,22.2527047101058,-3.1690099009901,-3.15436969206024,-2.45457992188169,2.96498896690678,2.35231649882442,2.31338998652501
42152,2873.99678158416,456.943388019802,225,85.0209801980198,87.5716096039604,20.7281325631683,-1.60920792079208,1840.84653465347,1667.12178217822,1649.6099009901,20,40,11,32,5306107.18106805,396540.669388525,1,2,5306098.26310891,396547.934437729,98.8204547545372,0,0,85.0209801980197,13731.2924142465,41.4562651263366,22.2322135383231,22.5071400066947,-1.60920792079208,-1.59456771186222,-1.25766007306406,3.06899430802453,2.43483062707508,2.47204391172165
42153,2873.98889386139,456.928506930693,225,84.9933564356435,87.5431571287128,19.6921446646535,-1.29465346534653,1841.69306930693,1631.0801980198,1642.96633663366,20,40,11,32,5306092.9026698,396521.871130449,1,2,5306083.36218356,396529.643323705,122.412877865969,0,0,84.9933564356434,13754.9039704621,39.3842893293069,21.1210519750365,21.6243640994053,-1.29465346534653,-1.28001325641668,-0.989016750324522,3.31620553401184,2.63095919688599,2.68889121701278
42154,2873.98099504951,456.913652079208,225,84.9494752475248,87.4979595049505,20.098494499703,-2.47930693069307,1839.59405940594,1651.91881188119,1699.62079207921,20,40,11,32,5306078.6032047,396503.105093181,1,2,5306068.46863206,396511.361261178,145.993626087509,0,0,84.9494752475247,13778.5087311331,40.1969889994059,21.5568874887545,21.9688002212599,-2.47930693069307,-2.46466672176321,-1.92421549502624,2.87794174702402,2.28325633914341,2.34561861626151
42155,2873.97310673267,456.898787425743,225,84.9781386138614,87.5274827722772,23.1103355334653,-3.75603960396039,1839.69306930693,1655.37227722772,1692.84257425743,20,40,11,32,5306064.32345907,396484.327101853,1,2,5306053.57709335,396493.081669394,169.571187470183,0,0,84.9781386138613,13802.1088599835,46.2206710669307,24.7872746354032,24.5300302650205,-3.75603960396039,-3.74139939503054,-2.99379811323622,2.77483501219531,2.20145513307331,2.19087834280044
42156,2873.96522762376,456.883908217822,225,84.9645346534654,87.5134706930693,22.0925412540594,-2.89267326732673,1840.85148514851,1658.64059405941,1712.1099009901,20,40,11,32,5306050.06115501,396465.53119393,1,2,5306038.68373906,396474.799848943,193.151623453959,0,0,84.9645346534652,13825.7122601211,44.1850825081188,23.6956268620749,23.6641507729215,-2.89267326732673,-2.87803305839688,-2.30837631622833,3.36548601123277,2.67005656990511,2.53834101054549
42157,2873.95737267327,456.869005148515,225,84.9657425742574,87.5147148514852,23.9336930693069,-4.55445544554455,1842.26732673267,1683.43762376238,1709.52277227723,20,40,11,32,5306035.84419424,396446.706273328,1,2,5306023.79426612,396456.52279292,216.725914137198,0,0,84.9657425742573,13849.3146346535,47.8673861386139,25.6703768878339,25.2294494724755,-4.55445544554455,-4.5398152366147,-3.65960491463471,3.06124780372993,2.42868482684992,2.55840892139467
42158,2873.94954158416,456.854077425743,225,84.9333267326733,87.4813265346534,26.6339603960396,-5.26693069306931,1839.20297029703,1642.37623762376,1705.94455445545,20,40,11,32,5306021.67204451,396427.851343736,0.930693069306931,1.86138613861386,4938266.20103606,368962.926330784,222.873623411497,0,0,84.9333267326732,13872.9136507701,53.2679207920792,28.5665818226263,27.52300893895,-5.26693069306931,-5.25229048413945,-4.3097464337484,5.52909872598707,4.38658973167685,4.31359850015046
42159,2873.94175326733,456.839117821782,225,84.8873663366337,87.4339873267326,27.1118811881188,-4.66346534653465,1839.27722772277,1690.77524752475,1764.34257425743,20,40,11,32,5306007.57989723,396408.958031006,0,0,0,0,0,0,0,84.8873663366335,13896.4977061882,54.2237623762376,29.079181646635,27.9286465287824,-4.66346534653465,-4.6488251376048,-3.82549640700091,5.95966221027644,4.72818344389288,4.75448193373246
42160,2873.9339919802,456.824133069307,225,84.8381287128713,87.3832725742574,26.5809306930693,-4.64910891089109,1837.70792079208,1740.20297029703,1798.67425742574,20,40,11,32,5305993.53844153,396390.034198553,0,0,0,0,0,0,0,84.8381287128712,13920.0706855611,53.1618613861386,28.5097041624359,27.4743921579207,-4.64910891089109,-4.63446870196124,-3.80151627443435,5.44173924646516,4.31728183633501,4.28890834721916
42161,2873.92623227723,456.809146336634,225,84.8773366336634,87.4236567326733,26.4021188118812,-4.66326732673267,1839.0198019802,1804.52475247525,1792.56732673267,20,40,11,32,5305979.50002554,396371.107859845,0,0,0,0,0,0,0,84.8773366336632,13943.6414993125,52.8042376237624,28.317917279867,27.3243279094372,-4.66326732673267,-4.64862711780282,-3.80896632020456,5.25715875160529,4.17084225485049,4.19752829734796
42162,2873.91847029703,456.794162079208,225,84.854,87.3996200000001,26.796099009901,-5.26564356435644,1838.89108910891,1820.55247524753,1804.93564356436,20,40,11,32,5305965.45739698,396352.184436369,0,0,0,0,0,0,0,84.8539999999999,13967.2136459296,53.592198019802,28.7404855872413,27.6564660209015,-5.26564356435644,-5.25100335542658,-4.31336013072845,5.70449607017441,4.52574372893854,4.50105166522963
42163,2873.91069376238,456.779196039604,225,84.8714356435644,87.4175787128713,26.2579207920792,-5.04485148514852,1837.32673267327,1851.54752475248,1820.00099009901,20,40,11,32,5305951.38746189,396333.283129428,0,0,0,0,0,0,0,84.8714356435642,13990.7856386689,52.5158415841584,28.1632559200812,27.2003500443663,-5.04485148514852,-5.03021127621866,-4.11779252745245,5.14768997258341,4.0839936298224,4.14082444133822
42164,2873.90290495049,456.764240693069,225,84.8891485148515,87.435822970297,26.4611386138614,-4.29881188118812,1838.49504950495,1850.57128712871,1828.33267326733,20,40,11,32,5305937.29460669,396314.394641436,0,0,0,0,0,0,0,84.8891485148514,14014.3646940319,52.9222772277228,28.3812196944292,27.376362739777,-4.29881188118812,-4.28417167225827,-3.51187631229075,5.26320497597944,4.17563911362792,4.14859842266373
42165,2873.89510405941,456.749291188119,225,84.9284950495049,87.4763499009901,26.1425742574257,-4.97455445544554,1838.76732673267,1819.82673267327,1827.36732673267,20,40,11,32,5305923.17930664,396295.512935539,0,0,0,0,0,0,0,84.9284950495048,14037.9517191144,52.2851485148515,28.039539575567,27.1053325068929,-4.97455445544554,-4.95991424651569,-4.05724452943921,5.02403416233834,3.98588952020797,3.97985263509234
42166,2873.88727910891,456.734335940594,225,84.9503564356436,87.4988671287129,25.4304653465347,-5.00871287128713,1841.86633663366,1812.85841584158,1835.56930693069,20,40,11,32,5305909.01962962,396276.623182683,0,0,0,0,0,0,0,84.9503564356434,14061.5477425193,50.8609306930693,27.2757584041939,26.5001331478212,-5.00871287128713,-4.99407266235728,-4.06709580456769,4.36664503818745,3.46434043515315,3.49085883239307
42167,2873.87945930693,456.719396831683,225,84.9668712871287,87.5158774257426,25.6519405940594,-4.86990099009901,1840.36633663366,1773.27326732673,1821.70495049505,20,40,11,32,5305894.86918879,396257.753611818,0,0,0,0,0,0,0,84.9668712871286,14085.1479985974,51.3038811881188,27.5133044050899,26.6901954971119,-4.86990099009901,-4.85526078116916,-3.95800590673196,4.55577433547583,3.61438887424958,3.55827856938973
42168,2873.87164217822,456.704452673267,225,85.0200792079208,87.5706815841584,25.2845742574257,-4.46762376237624,1841.35148514851,1778.35742574257,1796.73168316832,20,40,11,32,5305880.72387352,396238.877747218,0,0,0,0,0,0,0,85.0200792079207,14108.7565178493,50.5691485148515,27.119281122098,26.3815030205459,-4.46762376237624,-4.45298355344639,-3.6228697606431,4.1468913011235,3.28999565777169,3.40455020934892
42169,2873.86380039604,456.689522871287,225,85.0251683168316,87.5759233663367,26.0677425742574,-4.9780198019802,1843.64356435644,1759.36930693069,1765.78217821782,20,40,11,32,5305866.53263062,396220.018852111,0,0,0,0,0,0,0,85.0251683168315,14132.3744275578,52.1354851485148,27.9592779333491,27.0471889093181,-4.9780198019802,-4.96337959305035,-4.05718906604772,4.93127993375268,3.91230162336483,3.81853813346614
42170,2873.85594207921,456.674607722772,225,85.0215742574257,87.5722214851485,25.9242673267327,-4.49495049504951,1841.9603960396,1691.35940594059,1756.54851485149,20,40,11,32,5305852.31049213,396201.177566718,0,0,0,0,0,0,0,85.0215742574256,14155.9946124313,51.8485346534654,27.8053917918593,26.9268051981616,-4.49495049504951,-4.48031028611965,-3.65859492995123,4.7172366834625,3.74248734252288,3.76495430502908
42171,2873.84808742574,456.659692079208,225,85.0038316831683,87.5539466336633,25.7593663366337,-4.76346534653465,1839.22772277228,1697.76336633663,1780.22178217822,20,40,11,32,5305838.09521101,396182.335693707,0,0,0,0,0,0,0,85.0038316831682,14179.6090166667,51.5187326732673,27.6285252066332,26.7847675936741,-4.76346534653465,-4.7488251376048,-3.87363326335227,4.59541064513443,3.64583490868785,3.66395447223249
42172,2873.84023158416,456.644784851485,225,84.9990297029703,87.5490005940595,25.665603960396,-4.53643564356436,1842.19306930693,1720.89504950495,1768.03762376238,20,40,11,32,5305823.8776009,396163.504171613,0,0,0,0,0,0,0,84.9990297029702,14203.217489439,51.3312079207921,27.5279592167148,26.704294436393,-4.53643564356436,-4.52179543463451,-3.68576469005733,4.52528786153791,3.59020199313955,3.57916957185094
42173,2873.83236663366,456.629872376238,225,84.9795247524753,87.5289104950495,25.4339603960396,-4.32980198019802,1841.23762376238,1681.30693069307,1791.56435643564,20,40,11,32,5305809.64329601,396144.665716137,0,0,0,0,0,0,0,84.9795247524751,14226.8269521452,50.8679207920792,27.2795070625298,26.5064489641103,-4.32980198019802,-4.31516177126817,-3.51288148843477,4.29268321732252,3.40566176435689,3.41834133134401
42174,2873.8245349505,456.614963069307,225,84.7010792079208,87.2421115841584,25.758405940594,-4.5509900990099,1827.10396039604,473.373267326732,505.40099009901,20,40,11,32,5305795.47060301,396125.832223556,0,0,0,0,0,0,0,84.7010792079207,14250.412070462,51.5168118811881,27.627495122048,26.7671154425055,-4.5509900990099,-4.53634989008005,-3.70310173145201,4.63976566796356,3.68102460186083,3.68244257732365
42175,2873.8167939604,456.600174158416,225,83.2403762376238,85.7375875247524,25.3578217821782,-5.16465346534654,1784.5099009901,-2470.69702970297,-2082.6099009901,20,40,11,32,5305781.46326498,396107.151639668,0,0,0,0,0,0,0,83.2403762376236,14273.7766978273,50.7156435643564,27.1978436557217,26.3408518507337,-5.16465346534654,-5.15001325641668,-4.20490831829983,4.67904316204653,3.7121859648187,3.62585090250699
42176,2873.80928039604,456.585766336634,225,80.3555346534654,82.7662006930693,23.2774862486139,-3.16445544554455,1721.4900990099,-3560.8198019802,-2791.30495049505,20,40,11,32,5305767.86870884,396088.953272773,0,0,0,0,0,0,0,80.3555346534652,14296.5051005225,46.5549724972277,24.9665541909029,24.408348240315,-3.16445544554455,-3.1498152366147,-2.56435430544241,3.72068081766043,2.95185546115974,2.97288094113129
42177,2873.80203158416,456.571881386138,225,77.4329603960396,79.7559492079208,18.8392238721782,-1.90267326732673,1657,-3540.08316831683,-2795.90198019802,20,40,11,32,5305754.75289139,396071.414993527,0,0,0,0,0,0,0,77.4329603960395,14318.413280418,37.6784477443564,20.2062412880729,20.4663442037025,-1.90267326732673,-1.88803305839688,-1.48767181129322,2.53579012718687,2.01180544693921,2.17538326184137
42178,2873.79506227723,456.558570990099,225,73.6052277227723,75.8133845544554,17.0850660065347,0.694554455445544,1568.88613861386,-4418.65346534654,-3738.57128712871,20,40,11,32,5305742.14197364,396054.601685053,0,0,0,0,0,0,0,73.6052277227722,14339.4337770352,34.1701320130693,18.3247976929941,18.7525732860181,0.694554455445544,0.709194664375402,0.517469819087551,3.47984166637295,2.76078226815307,2.68905728227051
42179,2873.78849435644,456.546118316832,225,68.4663168316832,70.5203063366336,18.6375495048515,-0.116336633663366,1462.64851485149,-4467.88910891089,-3871.80891089109,20,40,11,32,5305730.25536055,396038.870168441,0,0,0,0,0,0,0,68.4663168316831,14359.154505088,37.275099009703,19.9899329647856,19.7828276204452,-0.116336633663366,-0.101696424733509,-0.11027303933303,3.13391006655189,2.48633247464415,2.42429353584594
42180,2873.78234960396,456.534587227723,225,63.6601881188119,65.5699937623763,15.5537062705941,-1.37930693069307,1362.29702970297,-4124.13564356436,-3519.10495049505,20,40,11,32,5305719.13195825,396024.300735901,0,0,0,0,0,0,0,63.6601881188118,14377.4844351485,31.1074125411881,16.6823189723632,16.8817949134372,-1.37930693069307,-1.36466672176321,-1.07952970049914,2.63533545049086,2.09078115612477,1.98804171320026
42181,2873.77656920792,456.523867425742,225,59.754099009901,61.546721980198,17.3275049504951,-1.20336633663366,1434.67821782178,-4159.26930693069,-3559.77425742574,20,40,11,32,5305708.6652942,396010.754038628,0,0,0,0,0,0,0,59.7540990099009,14394.6040633388,34.6550099009901,18.5848285643573,18.1675444330532,-1.20336633663366,-1.18872612770381,-0.965686423586678,2.57675441261146,2.04430504998744,2.17676017526792
42182,2873.77112732673,456.513788514852,225,56.4320594059406,58.1250211881188,17.3643168316832,-1.63316831683168,1418.40099009901,-2909.3702970297,-2322.67326732673,20,40,11,32,5305698.81131911,395998.016959517,0,0,0,0,0,0,0,56.4320594059405,14410.7143117987,34.7286336633664,18.6243116003147,18.0072933925485,-1.63316831683168,-1.61852810790183,-1.32189770863649,3.26551451542189,2.59074275065222,2.65712523805809
42183,2873.76592534653,456.504121485148,225,55.0275742574257,56.6784014851485,17.5162178217822,-1.83762376237624,1389.20297029703,176.577227722772,265.543564356436,20,40,11,32,5305689.3925029,395985.800933086,0,0,0,0,0,0,0,55.0275742574257,14426.1446368812,35.0324356435643,18.7872348756398,18.0557452962803,-1.83762376237624,-1.82298355344638,-1.50007743273605,3.77165626336119,2.99229756171903,2.87005686957703
42184,2873.76083811881,456.49461970297,225,53.7454158415842,55.3577783168317,16.4009504950495,-0.742079207920792,1358.31683168317,-201.784158415842,-115.60198019802,20,40,11,32,5305680.1825624,395973.794550116,0,0,0,0,0,0,0,53.7454158415841,14441.2814011551,32.801900990099,17.5910411864749,17.0345941387704,-0.742079207920792,-0.727438998990933,-0.595763438243973,2.93941828361699,2.33202963069096,2.42081172456737
42185,2873.75595356436,456.485400792079,225,51.494495049505,53.0393299009901,15.972702970297,-1.0290099009901,1298.89603960396,-440.00396039604,-403.818811881188,20,40,11,32,5305671.3417142,395962.147275201,0,0,0,0,0,0,0,51.4944950495049,14455.9135426567,31.9454059405941,17.1317190363227,16.5407966337523,-1.0290099009901,-1.01436969206024,-0.832736931905369,3.08303005894595,2.44596609126545,2.39267341322049
42186,2873.75133059406,456.47660049505,225,48.7222277227723,50.1838945544554,15.2049108910891,-3.56009900990099,1228.91089108911,-551.095049504951,-493.040594059406,20,40,11,32,5305662.9760306,395951.030177099,0,0,0,0,0,0,0,48.7222277227722,14469.8329509351,30.4098217821782,16.3082141978639,15.7278123093749,-3.56009900990099,-3.54545880097114,-2.91014072865358,3.03755505175318,2.40988784244306,2.43557362464411
42187,2873.74698782178,456.468278415842,225,45.8306534653465,47.2055730693069,14.9285247524752,-3.18316831683168,1162.07920792079,-954.59306930693,-795.206930693069,20,40,11,32,5305655.11864904,395940.518132592,0,0,0,0,0,0,0,45.8306534653465,14482.9603806655,29.8570495049505,16.0117728453219,15.326956052516,-3.18316831683168,-3.16852810790183,-2.61371596016892,3.49523912629042,2.77299806369502,2.72934688689872
42188,2873.74293287129,456.460473168317,225,42.7420495049505,44.024310990099,13.7247623762376,-3.89683168316832,1372.9504950495,-1068.61485148515,-883.349504950495,20,40,11,32,5305647.78282067,395930.659503857,0,0,0,0,0,0,0,42.7420495049504,14495.2485014576,27.4495247524753,14.7206627023142,14.1253473334319,-3.89683168316832,-3.88219147423846,-3.19533317818816,3.07092043292672,2.43635874587646,2.42116648827323
42189,2873.73910772277,456.453067425743,225,41.2860693069307,42.5246513861386,13.073702970297,-2.4370297029703,1447.74257425743,38.1792079207921,183.883168316832,20,40,11,32,5305640.86370557,395921.306200711,0,0,0,0,0,0,0,41.2860693069306,14506.8772836358,26.1474059405941,14.0223609283896,13.4881917387527,-2.4370297029703,-2.42238949404044,-1.99756553521226,2.78018159471819,2.20569692095896,2.22912121182026
42190,2873.73538564356,456.44581980198,225,40.4352673267327,41.6483253465346,12.7866534653465,-0.782871287128713,1419.40594059406,61.3316831683168,187.527722772277,20,40,11,32,5305634.13197244,395912.153291558,0,0,0,0,0,0,0,40.4352673267326,14518.232265539,25.5733069306931,13.714482451123,13.1964727987619,-0.782871287128713,-0.768231078198855,-0.636183512594623,2.66470627018377,2.11408291694706,2.07386396685573
42191,2873.73178673267,456.438711188119,225,39.1891782178218,40.3648535643564,11.5484356435644,-2.57633663366337,1372.00495049505,-459.845544554456,-374.023762376238,20,40,11,32,5305627.62527993,395903.177645031,0,0,0,0,0,0,0,39.1891782178217,14529.3138720847,23.0968712871287,12.3864166961918,12.0709770950698,-2.57633663366337,-2.56169642473351,-2.07839200087012,1.82059375357084,1.44439415187746,1.51035707679688
42192,2873.72848792079,456.431785643564,225,36.8767326732673,37.9830346534653,11.7082772277228,-0.131782178217822,1296.93564356436,-607.002970297029,-533.559405940594,20,40,11,32,5305621.67037335,395894.440061009,0,0,0,0,0,0,0,36.8767326732673,14539.8827393564,23.4165544554455,12.5578567533452,12.0750834166165,-0.131782178217822,-0.117141969287965,-0.0642242334255344,2.52678171388501,2.00465849311419,1.94269902490278
42193,2873.72566435644,456.425006930693,225,34.7699801980198,35.8130796039604,11.6045445544554,-2.95019801980198,1228.65841584158,-357.715841584158,-237.151485148515,20,40,11,32,5305616.59250107,395885.901253196,0,0,0,0,0,0,0,34.7699801980198,14549.8137885038,23.2090891089109,12.4465969987121,11.8646723716331,-2.95019801980198,-2.93555781087213,-2.40680340793297,3.04782907590217,2.41803888677568,2.33879315938158
42194,2873.72338722772,456.418187425743,225,33.8475346534653,34.8629606930693,9.81359405940594,-4.40039603960396,1196.78217821782,91.069306930693,212.359405940594,20,40,11,32,5305612.52774395,395877.329875864,0,0,0,0,0,0,0,33.8475346534653,14559.3214411441,19.6271881188119,10.5256910164117,10.2877647975067,-4.40039603960396,-4.38575583067411,-3.5475363216373,1.59150659684129,1.26264457221347,1.40233977637998
42195,2873.72157910891,456.411203564356,225,33.2625445544554,34.2604208910891,9.43068316831683,-2.59960396039604,1174.48514851485,145.285148514852,258.291089108911,20,40,11,32,5305609.33546054,395868.569417286,0,0,0,0,0,0,0,33.2625445544554,14568.6456738174,18.8613663366337,10.1149952303393,9.92926266793597,-2.59960396039604,-2.58496375146618,-2.08582061977963,1.56357115707035,1.24048159062786,1.28510840503681
